Nom,Acc,Gen,Loc,Dat,Ins,Dataset
0.37335183900069396,0.1984732824427481,0.205794587092297,0.0916030534351145,0.059021512838306735,0.0717557251908397,blogs
0.37900396449496543,0.2172402904957373,0.1687892502543592,0.07819352348875556,0.06006385292776199,0.09670911833842051,fiction
0.2924155008679669,0.17617175533544369,0.29669151434698254,0.09762074951495966,0.05722199530276728,0.07987848463187991,public
0.26482469394677605,0.13186499737888926,0.36731012365475346,0.10663295198741866,0.04665577106910481,0.08271146196305776,science
0.45282163105102485,0.17191452245965982,0.1821979938944614,0.0840994330571304,0.05618839947666812,0.052778020061055385,speech
0.3420882317250306,0.17449796464700323,0.25777092993752365,0.09252858135712264,0.055175165383922364,0.07793912694939749,TOTAL
